"","HL_HO2","LL_HO2","LL_LO2","HL_LO2","FC.HLHO.div.HL_LO2","FC.HLHO.div.LL_HO2","FC.HLHO.div.LL_LO2","FC.LLHO.div.HL_LO2","FC.LLHO.div.LL_LO2","FC.LLLO.div.HL_LO2","Locus.tag","Ortholog.group","Genome.count.calc","Reference..PMID.","Curated.Product.Descriptor","Gene","Gene.Aliases","Functional.role","regulon","cofactor","substrate","Regulator.family","Merops.family","CAZY","TC.family","E.C.","evolution","Genome.count.calc.1","Loc.Sys","Loc.Cleave","protein.localization","X7002","X6803"
"A1824",342.37065739058,412.682937044258,422.492913043455,508.145812422711,0.673764594769055,0.829621548791737,0.810358344059054,0.812134877342962,0.97678073241861,0.831440312435352,"7002_A1824","cyan0313",12,"","protein of unknown function DUF3464 ","","","","","","","","","","","","core",2,"Sec","","IM 2 TM","7002_A1824","sll0933"
"A1825",670.745030045067,592.521831627765,452.517790112533,452.496091493114,1.4823222623466,1.1320174114132,1.48225118371206,1.30945182238504,1.30938903303761,1.0000479531643,"7002_A1825","cyan0312",9,"","3-deoxy-7-phosphoheptulonate synthase AroF","aroF","","Chorismate synthesis from D-erythrose 4-phosphate","","","","","","","","2.5.1.54","core",2,"","","cyt","7002_A1825","sll0934"
"A1826",47.3720406452375,41.6469019035489,36.4587792981661,33.754748760575,1.40341855249023,1.13746853859496,1.29933150690046,1.23380867678659,1.14230105081011,1.08010815179728,"7002_A1826","cyan2459",6,"","bifunctional  glycine oxidase / thiazole biosynthesis protein ThiOG","thiOG","","Cofactor thiamin (B1) synth: thiazole precursor","","FAD","","","","","","1.4.3.19 2.8.1.10","",2,"","","cyt","7002_A1826","slr0633"
"A1827",20.4561084604435,12.3047664715031,24.6632918781712,16.4212291267662,1.24571116464726,1.66245401794648,0.829415171400886,0.749320673654483,0.498910142745126,1.50191509343053,"7002_A1827","cyan2563",11,"","assimilatory ferredoxin-nitrite reductase NirA","nirA","","Nitrogen assimilation - nitrate","NtcA NtcB","4Fe-4S","","","","","","1.7.7.1","core",2,"","","cyt","7002_A1827","slr0898"
"A1828",226.09383035227,464.741564423694,276.65779585079,422.390504760709,0.535272047557876,0.48649367231149,0.817232818822171,1.10026517922551,1.67984264818745,0.654981096242968,"7002_A1828","cyan0296a",14,"20194361","oxygen-dependent coproporphyrinogen III oxidase HemF","hemF","","Prosthetic group heme synth","","","","","","","","1.3.3.3","core",2,"","","cyt","7002_A1828","sll1185"
"A1829",12.9196474487011,24.6095329430062,21.4463407636271,26.4564247042345,0.48833686309221,0.52498547935152,0.602417335017486,0.930191181088324,1.14749332831379,0.810628836034468,"7002_A1829","cyan2930",14,"","3-methyl-2-oxobutanoate hydroxymethyltransferase PanB","panB","","Cofactor pantothenate (B5) synth","","","","","","","","2.1.2.11","core",2,"","","cyt","7002_A1829","slr0526"
"A1830",9.68973558652585,13.251286969311,20.3740237254458,17.3335196338088,0.559017198539767,0.731229774811046,0.475592632908541,0.764489108343845,0.650401076777046,1.17541181224998,"7002_A1830","cyan1604",11,"","apolipoprotein N-acyltransferase CutE","cutE","","Lipoprotein synthesis","","","","","","","","2.3.1.-","core",2,"Sec","","IM 6 TM","7002_A1830","slr0819"
"A1831",438.191375968447,141.97807467119,234.837431361717,195.23016850711,2.2444859793915,3.08633130138766,1.86593497223833,0.727234298658197,0.604580257278076,1.20287470505956,"7002_A1831","cyan9654",3,"","protein of unknown function DUF760","","","","","","","","","","","","",1,"","","cyt","7002_A1831",""
"A1832",18.3028338856599,14.197807467119,18.2293896490831,11.8597765915534,1.54326970195166,1.28913101040762,1.00402889169581,1.19713953779119,0.778841625552345,1.53707698524997,"7002_A1832","cyan1173a",9,"","group 2 RNA polymerase sigma-70 subunit SigD","sigD","","RNA polymerase","","","","","","","","","",2,"","","cyt","7002_A1832","sll2012"
"A1833",139.962847360929,115.475500732568,99.7254845508662,96.7027937465123,1.44735060837864,1.21205663948643,1.40348124645651,1.194127865998,1.15793371426205,1.03125753338913,"7002_A1833","cyan0377",14,"","integral membrane protein TerC family","","","","","","","","","","","","core",2,"Sec","","IM 5 TM","7002_A1833","sll1022"
"A1834",11411.2786090653,10347.3620820363,11253.9673157133,6320.34863279091,1.80548246181577,1.10282007323161,1.01397829662543,1.63715052494931,0.919441277174211,1.78059280738503,"7002_A1834","cyan0438",9,"","photosystem I reaction center subunit XII PsaM","psaM","","Photosystem I","","","","","","","","","",2,"Sec","","TM 1 TM","7002_A1834","smr0005"
"A1835",49.525315220021,54.89818887286,56.8328030236119,61.1234639718521,0.810250466871901,0.902130220264968,0.871421302226552,0.898152449248313,0.965959550685047,0.929803373869386,"7002_A1835","cyan1374",14,"","2-phosphosulpholactate phosphatase ComB","comB","","","","","","","","","","3.1.3.71","core",2,"","","cyt","7002_A1835","slr1718"
"A1836",63.5215999561139,72.8820783312106,93.2915823217781,57.4743019436818,1.10521742427351,0.871566802300034,0.680893156437388,1.26808114003066,0.781228879577027,1.62318774072616,"7002_A1836","cyan1240",4,"","transcriptional regulator of hydrogen peroxide induced stress PerR","perR","","Oxidative stress","PerR","","","Fur","","","","","",2,"","","cyt","7002_A1836","slr1738"
"A1837",34.4523931965363,26.5025739386221,38.6034133745288,28.2810057183196,1.21821669072465,1.29996404410853,0.892470125951831,0.937115681195681,0.686534469931327,1.36499436261288,"7002_A1837","cyan7382",6,"Collart","ABC-type amino acid transport system substrate-binding component","","","Transport: amino acids","","","","","","","3.A.1","","",1,"Sec","LspA","LP -IM","7002_A1837",""
"A1838",61.3683253813304,58.6842708640917,39.6757304127102,45.6145253521284,1.34536805781904,1.0457372048373,1.54674721153138,1.28652595661293,1.47909742942734,0.869804741064984,"7002_A1838","cyan2614",12,"","acetyl-CoA synthetase AcsA","acsA","","Pyruvate metabolism II","","","","","","","","6.2.1.1","",2,"","","cyt","7002_A1838","sll0542"
"A1839",25.8392948974023,17.9838894583507,19.3017066872644,18.2458101408514,1.41617690296741,1.436802364541,1.33870518892775,0.985644886114743,0.931725352049658,1.05787063102498,"7002_A1839","cyan7977",2,"","hypothetical protein","","","","","","","","","","","","",1,"Sec","","IM 1 TM","7002_A1839",""
"A1840",25.8392948974023,29.3421354320458,36.4587792981661,21.8949721690216,1.18014741913951,0.880620804073518,0.70872627649116,1.34013120480513,0.804803013070757,1.6651667340208,"7002_A1840","cyan10804",1,"","hypothetical protein","","","","","","","","","","","","",1,"Sec","","IM 2 TM","7002_A1840",""
"A1841",19.3794711730517,15.1443279649269,22.5186578018085,20.0703911549365,0.965575161114143,1.27965210591933,0.860596192882122,0.754560678365354,0.672523562381708,1.12198400260225,"7002_A1841","cyan10805",1,"","nitroreductase family protein","","","","","","","","","","","","",1,"","","cyt","7002_A1841",""
"A1842",71.0580609678562,67.2029553443631,73.9898756345136,73.8955310704481,0.96160160078034,1.05736512038405,0.960375461622079,0.90943192870886,0.908272311151383,1.00127672895369,"7002_A1842","cyan2171",9,"","cytochrome b561","","","","","","","","","","","","",2,"Sec","","IM 5 TM","7002_A1842","sll0160"
"A1843",130.273111774403,101.277693265449,96.5085334363221,83.0184361408737,1.56920700786682,1.28629619785038,1.34986106550214,1.21994219565388,1.04941697546646,1.16249519892855,"7002_A1843","cyan2308",14,"","ABC1 family kinase-like protein","","","Signal transduction","","","","","","","","","core",2,"Sec","","IM 1 TM","7002_A1843","sll0005"
"A1844",242.243389663146,153.336320644885,134.03962977267,133.194414028215,1.818720337715,1.57981741471522,1.80725200505246,1.15122185688961,1.14396257961129,1.00634572966608,"7002_A1844","cyan0160",7,"","periplasmic carboxyl-terminal processing protease CtpB","ctpB","","Proteolysis","","","","","S41","","","3.4.21.102","",2,"Sec","LepB","peri","7002_A1844","slr0257"
"A1845",2385.82822886014,1628.01525622964,1627.7772639593,1301.83855354975,1.83266060323276,1.46548272181769,1.46569698550587,1.25055080892366,1.00014620690165,1.25036799649297,"7002_A1845","cyan3096",11,"","protein of unknown function DUF370","","","","","","","","","","","","core",2,"","","cyt","7002_A1845","ssl2874"
"A1846",469.413857302808,356.83822767359,230.548163208992,310.178772394473,1.51336551395537,1.31548085630611,2.03607719432266,1.15042762249306,1.54778169865581,0.743275116569839,"7002_A1846","cyan0075",14,"","guanylate kinase Gmk","gmk","","Purine conversions","","","","","","","","2.7.4.8","core",2,"","","cyt","7002_A1846","slr1123"
"A1847",617.989802962871,387.126883603444,450.37315603617,413.267599690284,1.49537443396485,1.59634948937288,1.37217281865094,0.936746272617474,0.85956917816912,1.08978578619203,"7002_A1847","cyan2954a",8,"","ATP-dependent protease, proteolytic subunit ClpP1","clpP1","","Proteolysis","","ATP","","","S14","","","3.4.21.92","",2,"","","cyt","7002_A1847","slr0542"
"A1848",15.0729220234847,14.197807467119,18.2293896490831,19.1581006478939,0.786764946093006,1.06163730268863,0.82684732257302,0.741086380537401,0.778841625552345,0.951523848011887,"7002_A1848","cyan10806",1,"","methyltransferase type 11","","","","","","","","","","","","",1,"","","cyt","7002_A1848",""
"A1849",94.744081290475,73.8285988290186,90.074631207234,85.7553076620014,1.10481886047103,1.28329783841483,1.05183979130037,0.860921625049832,0.819638091652706,1.05036800243615,"7002_A1849","cyan1233",10,"","DNA damage-responsive transcriptional repressor LexA","lexA","","DNA repair","","","","LexA","S24","","","","",2,"","","cyt","7002_A1849","sll1626"
"A1850",322.991186217528,300.993518302922,200.523286139914,268.213409070515,1.20423206034644,1.07308352697638,1.61074153747991,1.12221651909949,1.50104022379179,0.747625880580768,"7002_A1850","cyan10807",1,"","protein of unknown function DUF1816","","","","","","","","","","","","",1,"Sec","","IM 1 TM","7002_A1850",""
"A1851",368.209952287982,299.100477307306,336.707549988946,345.758102169134,1.06493513811533,1.23105772215024,1.09356013044575,0.865057031001969,0.888309386935711,0.973824034423465,"7002_A1851","cyan2594",11,"","ferredoxin-thioredoxin reductase beta subunit FtrC","ftrC","","Fd/Trx System","","","","","","","","1.8.7.2","core",2,"","","cyt","7002_A1851","sll0554"
"A1852",174.415240557465,182.678456076931,164.064506841748,161.475419746535,1.08013492599209,0.954766338095251,1.06308941473674,1.13130813571303,1.11345506467854,1.01603393940252,"7002_A1852","cyan1929",14,"","protein of unknown function DUF309","","","","","","","","","","","","core",2,"","","cyt","7002_A1852","slr1636"
"A1853",12.9196474487011,17.9838894583507,16.0847555727204,22.8072626760642,0.566470761186964,0.718401182270501,0.803223113356648,0.788515908891795,1.11807042245959,0.705247087349987,"7002_A1853","cyan2339",14,"","protein of unknown function TIGR03492","","","","","","","","","","","","core",2,"Sec","","IM 1 TM","7002_A1853","sll0192"
"A1854",22.609383035227,33.1282174232776,32.1695111454407,44.7022348450859,0.505777465345504,0.682481123156976,0.702820224187067,0.741086380537401,1.02980170489699,0.719639885051007,"7002_A1854","cyan3740",10,"","protein of unknown function UPF0227","","","","","","","","S09","","","","",1,"","","cyt","7002_A1854",""
"A1855",21.5327457478352,32.1816969254696,23.5909748399899,34.6670392676176,0.621130220599741,0.669099140349976,0.912753537905281,0.928308202988955,1.36415290778562,0.680501575513145,"7002_A1855","DUF820",1,"","putative endonuclease DUF820 family","","","Genome evolution?","","","","","","","","","",1,"","","cyt","7002_A1855",""
"A1856",11.8430101613094,11.3582459736952,12.8678044581763,10.0351955774683,1.18014741913951,1.04267949371205,0.920359817387825,1.13184101754803,0.882687175625992,1.28226743154543,"7002_A1856","cyan2309",14,"","ATP-dependent DNA helicase RecG","recG","","Transcription factors bacterial","","ATP","","","","","","3.6.4.12","core",2,"","","cyt","7002_A1856","slr0020"
"A1857",5.3831864369588,8.51868448027138,8.57853630545086,10.0351955774683,0.536430645063413,0.631926965886089,0.627518057309881,0.848880763161023,0.993023072579241,0.85484495436362,"7002_A1857","cyan10809",1,"","integral membrane domain-containing protein","","","","","","","","","","","","",1,"Sec","","IM 10 TM","7002_A1857",""
"A1858",695.507687655077,175.106292094467,172.643043147198,251.792179943749,2.76222910421783,3.97191716720186,4.02858797537573,0.695439755649228,1.01426787261372,0.685656890479154,"7002_A1858","cyan0800",14,"","protein of unknown function DUF3386","","","","","","","","","","","","core",2,"","","cyt","7002_A1858","slr1900"
"A1859",773.025572347284,869.852337485488,437.505351577994,460.706706056497,1.67791256820231,0.888685974658522,1.76689398097449,1.88808264791964,1.98820959411835,0.94963964237226,"7002_A1859","cyan10810",1,"","bifunctional diguanylate cyclase/phosphodiesterase","","","c-di-GMP turnover","","","","","","","","","",1,"Sec","","IM 2 TM","7002_A1859",""
"A1860",90.4375321409079,48.2725453882045,50.3989007945238,39.2284918028304,2.30540426064462,1.87347759297993,1.7944346149457,1.23054808303187,0.957809488445225,1.28475244594765,"7002_A1860","cyan1034",5,"","polyphosphate kinase 2 Ppk2","ppk2","","Phosphate homeostasis","","","","","","","","","",2,"","","cyt","7002_A1860","slr1363"
"A1861",57.0617762317633,59.6307913618996,56.8328030236119,56.5620114366393,1.00883569700635,0.95691797691322,1.00402889169581,1.05425514134514,1.0492319257441,1.00478751692337,"7002_A1861","cyan4996",7,"","cyclic nucleotide-binding protein","","","Sensory transduction","","","","","","","","","",1,"","","cyt","7002_A1861",""
"A1862",122.736650762661,159.015443631732,157.630604612659,192.493296985982,0.637615193279166,0.771853651189437,0.778634650702873,0.826083017546904,1.00878534357256,0.818888798107805,"7002_A1862","cyan2909",11,"","glycyl aminopeptidase M61 family","","","Proteolysis","","Zn","","","M61","","","","core",2,"","","cyt","7002_A1862","slr0031"
"A1863",235.783565938796,373.875596634133,321.695111454407,389.548046507177,0.60527467164298,0.630647113803282,0.732941090937941,0.959767607581224,1.16220478124089,0.825816261533942,"7002_A1863","cyan2910",13,"","branched-chain amino acid aminotransferase IlvE","ilvE","","AA synth: ILV","","","","","","","","2.6.1.42","check",2,"","","cyt","7002_A1863","slr0032"
"A1864",24.7626576100105,43.5399428991648,36.4587792981661,43.7899443380433,0.565487305004348,0.56873426929748,0.679196014970695,0.99429089388768,1.19422382584693,0.832583367010401,"7002_A1864","cyan0382",14,"","hydroxyacylglutathione hydrolase GloB","gloB","","Methylglyoxal degradation","","","","","","","","3.1.2.6","core",2,"","","cyt","7002_A1864","sll1019"
"A1865",178.721789707032,246.095329430062,243.415967667168,217.125140676131,0.8231280318368,0.726229913102936,0.734223771019843,1.1334262290572,1.0110073377214,1.12108605622162,"7002_A1865","cyan2172",14,"","alpha-1, 4-glucan:alpha-1, 4-glucan 6-glycosyltransferase GlgB","glgB","","Glycogen metabolism","","","","","","CBM48 GH13","","2.4.1.18","core",2,"","","cyt","7002_A1865","sll0158"
"A1866",4.30654914956704,3.78608199123172,5.36158519090678,3.64916202817027,1.18014741913951,1.13746853859496,0.803223113356648,1.03752093275236,0.706149740500793,1.46926476531247,"7002_A1866","cyan10811",1,"","bacteriophage conserved hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"Sec","","IM 2 TM","7002_A1866",""
"A1867",1.07663728739176,0.94652049780793,2.14463407636271,1.82458101408514,0.590073709569754,1.13746853859496,0.502014445847905,0.518760466376181,0.441343587812996,1.17541181224998,"7002_A1867","cyan10812",1,"","bacteriophage conserved hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"","","phage","7002_A1867",""
"A1868",2.15327457478352,0,2.14463407636271,0,17.5062973559636,17.5062973559636,1.00402889169581,1,0.0573524413118564,17.4360494013229,"7002_A1868","cyan10813",1,"","bacteriophage hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"","","phage","7002_A1868",""
"A1869",2.15327457478352,0,1.07231703818136,0,17.5062973559636,17.5062973559636,2.00805778339162,1,0.114704882623713,8.71802470066144,"7002_A1869","cyan10814",1,"","bacteriophage hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"","","phage","7002_A1869",""
"A1870",1.07663728739176,0,2.14463407636271,0.912290507042569,1.18014741913951,8.75314867798179,0.502014445847905,0.134825473958659,0.0573524413118564,2.35082362449996,"7002_A1870","cyan10816",1,"","bacteriophage hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"","","phage","7002_A1870",""
"A1871",2.15327457478352,1.89304099561586,2.14463407636271,0.912290507042569,2.36029483827902,1.13746853859496,1.00402889169581,2.07504186550472,0.882687175625992,2.35082362449996,"7002_A1871","cyan10817",1,"","bacteriophage conserved hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"","","phage","7002_A1871",""
"A1872",3.22991186217528,0.94652049780793,4.28926815272543,1.82458101408514,1.77022112870926,3.41240561578488,0.753021668771857,0.518760466376181,0.220671793906498,2.35082362449996,"7002_A1872","cyan10818",1,"","bacteriophage conserved hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"","","phage","7002_A1872",""
"A1873",2.15327457478352,1.89304099561586,4.28926815272543,2.73687152112771,0.786764946093006,1.13746853859496,0.502014445847905,0.691680621834908,0.441343587812996,1.56721574966664,"7002_A1873","cyan10819",1,"","bacteriophage conserved hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"","","phage","7002_A1873",""
"A1874",1.07663728739176,0.94652049780793,3.21695111454407,0,8.75314867798179,1.13746853859496,0.334676297231936,7.69528860006448,0.294229058541997,26.1540741019843,"7002_A1874","cyan10820",1,"","bacteriophage hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"","","phage","7002_A1874",""
"A1875",0,0.94652049780793,0,0.912290507042569,0.134825473958659,0.129949642173475,1,1.03752093275236,7.69528860006448,0.134825473958659,"7002_A1875","cyan10821",1,"","bacteriophage hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"Sec","","IM 1 TM","7002_A1875",""
"A1876",0,0.94652049780793,1.07231703818136,1.82458101408514,0.0674127369793297,0.129949642173475,0.114704882623713,0.518760466376181,0.882687175625992,0.587705906124989,"7002_A1876","cyan10822",1,"","bacteriophage endolysin Lys","lys","","bacteriophage functions","","","","","","","","3.2.1.17","",1,"Sec","LepB","peri","7002_A1876",""
"A1877",13.9962847360929,17.9838894583507,20.3740237254458,26.4564247042345,0.529031601683228,0.77826794745971,0.686967136423449,0.679755093872237,0.882687175625992,0.770097394232744,"7002_A1877","cyan10823",1,"","bacteriophage holin","","","bacteriophage functions","","","","","","","","","",1,"Sec","","IM 2 TM","7002_A1877",""
"A1878",3.22991186217528,4.73260248903965,5.36158519090678,4.56145253521284,0.708088451483705,0.682481123156976,0.602417335017486,1.03752093275236,0.882687175625992,1.17541181224998,"7002_A1878","cyan10824",1,"","bacteriophage conserved hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"","","phage","7002_A1878",""
"A1879",4.30654914956704,4.73260248903965,7.5062192672695,4.56145253521284,0.944117935311607,0.909974830875968,0.573730795254748,1.03752093275236,0.630490839732851,1.64557653714997,"7002_A1879","cyan10826",1,"","bacteriophage replicative DNA helicase","","","bacteriophage functions","","","","","","","","","",1,"","","cyt","7002_A1879",""
"A1880",0,0,0,2.73687152112771,0.0449418246528865,1,1,0.0449418246528865,1,0.0449418246528865,"7002_A1880","cyan10827",1,"","bacteriophage hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"","","cyt","7002_A1880",""
"A1881",0,0.94652049780793,0,2.73687152112771,0.0449418246528865,0.129949642173475,1,0.345840310917454,7.69528860006448,0.0449418246528865,"7002_A1881","cyan10828",1,"","bacteriophage hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"","","cyt","7002_A1881",""
"A1882",19.3794711730517,32.1816969254696,20.3740237254458,20.9826816619791,0.92359363237005,0.602189226314979,0.951185265817083,1.53372659624262,1.57954547217283,0.970992366641286,"7002_A1882","cyan10829",1,"","bacteriophage repressor Xre family","","","bacteriophage functions","","","","Xre","","","","","",1,"","","cyt","7002_A1882",""
"A1883",12.9196474487011,14.197807467119,9.65085334363221,18.2458101408514,0.708088451483705,0.909974830875968,1.33870518892775,0.778140699564271,1.47114529270999,0.52893531551249,"7002_A1883","cyan10830",1,"","bacteriophage hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"","","cyt","7002_A1883",""
"A1884",66.7515118182892,50.1655863838203,33.2418281836221,49.2636873802987,1.35498407382684,1.33062357345071,2.00805778339162,1.01830758214584,1.50911033252186,0.674773447773136,"7002_A1884","cyan10831",1,"","bacteriophage hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"","","cyt","7002_A1884",""
"A1885",269.15932184794,132.51286969311,239.126699514443,97.6150842535548,2.75735378303623,2.03119381891957,1.1255929279101,1.35750402416197,0.554153383801071,2.44969003861444,"7002_A1885","cyan10832",1,"","bacteriophage conserved hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"Sec","","IM 1 TM","7002_A1885",""
"A1886",71.0580609678562,86.1333653005217,64.3390222908814,72.9832405634055,0.973621620790094,0.824977181838103,1.10443178086539,1.18018006100581,1.33874221636609,0.881558859187484,"7002_A1886","cyan10833",1,"","bacteriophage hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"Sec","","IM 4 TM","7002_A1886",""
"A1887",72.134698255248,77.6146808202503,78.2791437872391,73.8955310704481,0.976171322004285,0.929395025437345,0.921505969090674,1.05032983315671,0.991511621936045,1.05932175671912,"7002_A1887","cyan10834",1,"","bacteriophage hypothetical protein","","","bacteriophage functions","","","","","","","","","",1,"","","cyt","7002_A1887",""
"A1888",1.07663728739176,1.89304099561586,1.07231703818136,2.73687152112771,0.393382473046503,0.56873426929748,1.00402889169581,0.691680621834908,1.76537435125198,0.391803937416659,"7002_A1888","cyan10835",4,"","bacteriophage integrase","","","bacteriophage functions","","","","","","","","","",1,"","","cyt","7002_A1888",""
"A1889",2640.99126597199,4566.01488142546,4413.65692915446,4028.67487909998,0.655548373901543,0.578401808700961,0.598368044540773,1.13337884501753,1.03451966356166,1.09556046630908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1890",9.68973558652585,16.0908484627348,19.3017066872644,23.7195531831068,0.408512568163676,0.602189226314979,0.502014445847905,0.678379071415006,0.833648999202325,0.813746639249985,"7002_A1890","cyan3048",14,"","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase HisA","hisA","","AA synth: Aromatic (his)","","","","","","","","5.3.1.16","core",2,"","","cyt","7002_A1890","slr0652"
"A1891",263.776135410981,251.774452416909,413.914376738004,284.634638197281,0.926718325926858,1.04766839081115,0.637272224003817,0.884553102923488,0.608276654705994,1.45419538310414,"7002_A1891","cyan0658",14,"","SpoIID/LytB domain protein","","","Peptidoglycan turnover","","","","","","","","","core",2,"Sec Bam","LepB","OM","7002_A1891","sll1283"
"A1892",37.6823050587116,48.2725453882045,46.1096326417983,46.526815859171,0.809905091566329,0.780615663741639,0.81723281882217,1.03752093275236,1.0469080455099,0.991033488759785,"7002_A1892","cyan2916",12,"","carotenoid cis-trans isomerase, CrtH","crtH","","Carotenoids","","FAD","","","","","","5.2.-.-","core",2,"","","cyt-TM assoc","7002_A1892","sll0033"
"A1893",939.904351893007,1128.25243338705,899.673995034158,1314.61062064834,0.714967867389862,0.833062109222651,1.04471659410065,0.85824077157586,1.25406807311821,0.684365378541104,"7002_A1893","cyan0470",14,"","50S ribosomal protein L32 RpmF","rpmF","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1893","ssr1736"
"A1894",16.1495593108764,17.9838894583507,17.1570726109017,20.0703911549365,0.804645967595119,0.898001477838126,0.941277085964821,0.896040805558857,1.04819102105586,0.85484495436362,"7002_A1894","cyan8472a",8,"","protein of unknown function DUF389","","","","","","","","","","","","",1,"Sec","","IM 7 TM","7002_A1894",""
"A1895",147.499308372671,162.801525622964,199.450969101732,162.387710253577,0.908315710236588,0.906006917369241,0.739526656786698,1.00254831704161,0.816248355955218,1.22823930942975,"7002_A1895","cyan2445a",14,"","ABC-type phosphate uptake system ATPase component PstB","pstB","","Phosphate homeostasis","SphR","ATP","","","","","3.A.1.7","3.6.3.27","core",2,"","","cyt-IM assoc","7002_A1895","sll0683"
"A1896",143.192759223104,159.015443631732,173.71536018538,145.054190619768,0.987167338022356,0.900495926387677,0.824295324663844,1.09624853271948,0.915379293241769,1.19758939361319,"7002_A1896","cyan2107",8,"","FHA domain-containing protein","","","Genome evolution - DNA uptake","","","","","","","","","",2,"Sec","LspA","LP -IM","7002_A1896","slr1951"
"A1897",35.5290304839281,53.0051478772441,36.4587792981661,39.2284918028304,0.90569453096753,0.670293960243459,0.974498630175344,1.35119005195656,1.45383770103104,0.929395386430215,"7002_A1897","cyan3209",11,"","protein of unknown function DUF1980","","","Genome evolution - DNA uptake","","","","","","","","","core",2,"Sec","","IM 3 TM","7002_A1897","slr1177"
"A1898",8.61309829913409,10.4117254758872,9.65085334363221,10.0351955774683,0.858289032101461,0.82724984625088,0.892470125951831,1.03752093275236,1.07883988132066,0.961700573659073,"7002_A1898","cyan2529",11,"11158445","single stranded DNA uptake competence transporter ComA","comA","","OM receptor:DNA","","","","","","","","","core",2,"Sec","LspA","LP-IM","7002_A1898","slr0197"
"A1899",11.8430101613094,6.62564348465551,10.7231703818136,5.47374304225541,2.16360360175577,1.78745056064922,1.10443178086539,1.21044108821109,0.617881022938194,1.9590196870833,"7002_A1899","cyan2559",11,"","periplasmic YCF48 C-terminal processing enzyme PratA","pratA","prqR","Photosystem II - assembly","","","","","","","","","",2,"Sec","LepB","peri","7002_A1899","sll0886"
"A1900",23.6860203226187,24.6095329430062,26.8079259545339,20.9826816619791,1.12883666178562,0.96247337881112,0.883545424692312,1.17284975006789,0.917994662651031,1.27762153505432,"7002_A1900","cyan4152",5,"","ATP-dependent DNA helicase, RecQ","recQ","","DNA repair","","ATP","","","","","","3.6.4.12","",1,"","","cyt","7002_A1900",""
"A1901",6.45982372435056,7.57216398246344,5.36158519090678,4.56145253521284,1.41617690296741,0.85310140394622,1.20483467003497,1.66003349240378,1.41229948100159,1.17541181224998,"7002_A1901","cyan1140",10,"","exopolysaccharide synthesis protein ExoD","exoD","","Polysacharide biosynthesis","","","","","","","","","",2,"Sec","","IM 4 TM","7002_A1901","slr1875"
"A1902",139.962847360929,105.06377525668,142.61816607812,114.948603887364,1.21761241657251,1.33217036051662,0.981381623462069,0.914006535996128,0.736678770635226,1.24071246848609,"7002_A1902","cyan3207",14,"","heat shock protein 90 molecular chaperone HtpG","htpG","","Heat shock","","","","","","","","","core",2,"","","cyt","7002_A1902","sll0430"
"A1903",234.706928651404,261.239657394989,254.139138048982,267.301118563473,0.878061902294924,0.898435294977179,0.923537124007116,0.977323472490279,1.02793949566571,0.950759725267047,"7002_A1903","cyan2664",9,"","D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase","","","","","","","","","","","3.1.1.-","check",2,"","","cyt","7002_A1903","sll0084"
"A1904",200.254535454867,234.737083456367,190.872432796282,208.002235605706,0.962751841929599,0.85310140394622,1.04915378570461,1.12853154088853,1.22981134581599,0.917646063949544,"7002_A1904","cyan3260",11,"","ADP-heptose--lipooligosaccharide heptosyltransferase II","","","","","","","","","","","2.4.1.-","core",2,"","","cyt","7002_A1904","slr0606"
"A1905",10.7663728739176,10.4117254758872,12.8678044581763,8.21061456338312,1.31127491015501,1.0340623078136,0.836690743079841,1.26808114003066,0.809129910990492,1.56721574966664,"7002_A1905","cyan1898",14,"","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase IspD","ispD","","Isoprenoid synth","","","","","","","","2.7.7.60","core",2,"","","cyt","7002_A1905","slr0951"
"A1906",31.2224813343611,24.6095329430062,31.0971941072594,26.4564247042345,1.18014741913951,1.26871490843284,1.00402889169581,0.930191181088324,0.791374709181923,1.17541181224998,"7002_A1906","cyan10836",1,"","adenylate cyclase, CyaD","cyaD","","Sensory transduction","","","","","","","","4.6.1.1","",1,"","","cyt","7002_A1906",""
