Locus tag,Ortholog group,Genome count calc,Reference (PMID),Curated Product Descriptor,Gene,Gene Aliases,Functional role,regulon,cofactor,substrate,Regulator family,Merops family,CAZY,TC family,E.C.,evolution,Genome count calc,Loc Sys,Loc Cleave,protein localization,7002,6803
7002_A1803,cyan0204b,11,,carboxysome major structural protein CcmK2,ccmK2,,CO2 fixation: microcompartment,,,,,,,,,core,2,,,CS,7002_A1803,sll1028
7002_A1804,cyan2684a,4,15596724,"putative low affinity sulphate transporter, Sul2",sul2,,Transport (SulP),,,,,,,2.A.53,,,2,Sec,,IM 11 TM,7002_A1804,slr0096
7002_A1805,cyan2926,11,,proton-translocating NADH-quinone dehydrogenase subunit F NdhF4,ndhF4,,CO2 fixation: Respiratory Complex I,,,,,,,3.D.1.8,1.6.5.3,core,2,Sec,,TM 16 TM,7002_A1805,sll0026
7002_A1806,cyan0878b,11,,proton-translocating NADH-quinone dehydrogenase subunit D4 NdhD4,ndhD4,,CO2 fixation: Respiratory Complex I,,,,,,,3.D.1.8,1.6.5.3,core,2,Sec,,TM 14 TM,7002_A1806,sll0027
7002_A1807,cyan0288,11,,consitutive low-affinity CO2 hydration protein CupB,cupB,cphX,CO2 fixation: carboxysome,,,,,,,,,core,2,,,CS,7002_A1807,slr1302
7002_A1808,cyan0009b,13,,biosynthetic arginine decarboxylase SpeA,speA,,L-arginine decarboxylase pathway,,,,,,,,4.1.1.19,,2,,,cyt,7002_A1808,slr0662
7002_A1810,cyan8065,3,,hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 1 TM,7002_A1810,
7002_A1811,cyan2661,14,17827500,cysteine desulfurase SufS,sufS,,Prosthetic group FeS synth (SUF),SufR,,,,,,,2.8.1.7,core,2,,,cyt,7002_A1811,slr0077
7002_A1812,cyan2660,14,17827500,iron-sulfur cluster assembly protein SufD,sufD,,Prosthetic group FeS synth (SUF),SufR,,,,,,,,core,2,,,cyt,7002_A1812,slr0076
7002_A1813,cyan2659,14,17827500,iron-sulfur cluster assembly ATPase SufC,sufC,,Prosthetic group FeS synth (SUF),SufR,ATP,,,,,,,core,2,,,cyt,7002_A1813,slr0075
7002_A1814,cyan2658,14,17827500,iron-sulfur cluster assembly protein SufB,sufB,,Prosthetic group FeS synth (SUF),SufR,,,,,,,,core,2,,,cyt,7002_A1814,slr0074
7002_A1815,cyan2657,11,17827500,iron-sulfur cluster redox status-responsive transcriptional repressor of iron-sulfur cluster biogenesis SufR,sufR,,Prosthetic group FeS synth,SufR,,,DeoR,,,,,core,2,,,cyt,7002_A1815,sll0088
7002_A1816,cyan1864,14,,formamidopyrimidine-DNA glycosylase MutM,mutM,,DNA Repair: base excision,,,,,,,,3.2.2.23,core,2,,,cyt,7002_A1816,slr1689
7002_A1817,cyan10799,1,,toxin-antitoxin system toxin PIN family,,,Toxin-antitoxin,,,,,,,,,,1,,,cyt,7002_A1817,
7002_A1818,cyan10800,1,,toxin-antitoxin system antidote Rhh family,,,Toxin-antitoxin,,,,,,,,,,1,,,cyt,7002_A1818,
7002_A1819,cyan10801,3,,NAD-dependent epimerase/dehydratase family protein,,,Polysaccharide synth,,,,,,,,5.1.3.-,,1,,,cyt,7002_A1819,
7002_A1820,cyan0208,8,,protein of unknown function DUF1092,,,,,,,,,,,,,2,,,cyt,7002_A1820,slr1110
7002_A1821,cyan9515b,8,,phycobilisome degradation protein NblA,nblA,,Phycobilisome turnover,,,,,,,,,,2,,,cyt,7002_A1821,ssl0452
7002_A1822,cyan0555,11,,bilin lyase subunit CpcS,cpcS,ycf58,Phycobilisome,,,,,,,,,core,2,,,cyt,7002_A1822,slr2049
7002_A1823,cyan0314,14,,30S ribosomal protein S15 RpsO,rpsO,,Ribosome: SSU,,,,,,,,,core,2,,,cyt,7002_A1823,ssl1784
7002_A1824,cyan0313,12,,protein of unknown function DUF3464 ,,,,,,,,,,,,core,2,Sec,,IM 2 TM,7002_A1824,sll0933
7002_A1825,cyan0312,9,,3-deoxy-7-phosphoheptulonate synthase AroF,aroF,,Chorismate synthesis from D-erythrose 4-phosphate,,,,,,,,2.5.1.54,core,2,,,cyt,7002_A1825,sll0934
7002_A1826,cyan2459,6,,bifunctional  glycine oxidase / thiazole biosynthesis protein ThiOG,thiOG,,Cofactor thiamin (B1) synth: thiazole precursor,,FAD,,,,,,1.4.3.19 2.8.1.10,,2,,,cyt,7002_A1826,slr0633
7002_A1827,cyan2563,11,,assimilatory ferredoxin-nitrite reductase NirA,nirA,,Nitrogen assimilation - nitrate,NtcA NtcB,4Fe-4S,,,,,,1.7.7.1,core,2,,,cyt,7002_A1827,slr0898
7002_A1828,cyan0296a,14,20194361,oxygen-dependent coproporphyrinogen III oxidase HemF,hemF,,Prosthetic group heme synth,,,,,,,,1.3.3.3,core,2,,,cyt,7002_A1828,sll1185
7002_A1829,cyan2930,14,,3-methyl-2-oxobutanoate hydroxymethyltransferase PanB,panB,,Cofactor pantothenate (B5) synth,,,,,,,,2.1.2.11,core,2,,,cyt,7002_A1829,slr0526
7002_A1830,cyan1604,11,,apolipoprotein N-acyltransferase CutE,cutE,,Lipoprotein synthesis,,,,,,,,2.3.1.-,core,2,Sec,,IM 6 TM,7002_A1830,slr0819
7002_A1831,cyan9654,3,,protein of unknown function DUF760,,,,,,,,,,,,,1,,,cyt,7002_A1831,
7002_A1832,cyan1173a,9,,group 2 RNA polymerase sigma-70 subunit SigD,sigD,,RNA polymerase,,,,,,,,,,2,,,cyt,7002_A1832,sll2012
7002_A1833,cyan0377,14,,integral membrane protein TerC family,,,,,,,,,,,,core,2,Sec,,IM 5 TM,7002_A1833,sll1022
7002_A1834,cyan0438,9,,photosystem I reaction center subunit XII PsaM,psaM,,Photosystem I,,,,,,,,,,2,Sec,,TM 1 TM,7002_A1834,smr0005
7002_A1835,cyan1374,14,,2-phosphosulpholactate phosphatase ComB,comB,,,,,,,,,,3.1.3.71,core,2,,,cyt,7002_A1835,slr1718
7002_A1836,cyan1240,4,,transcriptional regulator of hydrogen peroxide induced stress PerR,perR,,Oxidative stress,PerR,,,Fur,,,,,,2,,,cyt,7002_A1836,slr1738
7002_A1837,cyan7382,6,Collart,ABC-type amino acid transport system substrate-binding component,,,Transport: amino acids,,,,,,,3.A.1,,,1,Sec,LspA,LP -IM,7002_A1837,
7002_A1838,cyan2614,12,,acetyl-CoA synthetase AcsA,acsA,,Pyruvate metabolism II,,,,,,,,6.2.1.1,,2,,,cyt,7002_A1838,sll0542
7002_A1839,cyan7977,2,,hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 1 TM,7002_A1839,
7002_A1840,cyan10804,1,,hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 2 TM,7002_A1840,
7002_A1841,cyan10805,1,,nitroreductase family protein,,,,,,,,,,,,,1,,,cyt,7002_A1841,
7002_A1842,cyan2171,9,,cytochrome b561,,,,,,,,,,,,,2,Sec,,IM 5 TM,7002_A1842,sll0160
7002_A1843,cyan2308,14,,ABC1 family kinase-like protein,,,Signal transduction,,,,,,,,,core,2,Sec,,IM 1 TM,7002_A1843,sll0005
7002_A1844,cyan0160,7,,periplasmic carboxyl-terminal processing protease CtpB,ctpB,,Proteolysis,,,,,S41,,,3.4.21.102,,2,Sec,LepB,peri,7002_A1844,slr0257
7002_A1845,cyan3096,11,,protein of unknown function DUF370,,,,,,,,,,,,core,2,,,cyt,7002_A1845,ssl2874
7002_A1846,cyan0075,14,,guanylate kinase Gmk,gmk,,Purine conversions,,,,,,,,2.7.4.8,core,2,,,cyt,7002_A1846,slr1123
7002_A1847,cyan2954a,8,,"ATP-dependent protease, proteolytic subunit ClpP1",clpP1,,Proteolysis,,ATP,,,S14,,,3.4.21.92,,2,,,cyt,7002_A1847,slr0542
7002_A1848,cyan10806,1,,methyltransferase type 11,,,,,,,,,,,,,1,,,cyt,7002_A1848,
7002_A1849,cyan1233,10,,DNA damage-responsive transcriptional repressor LexA,lexA,,DNA repair,,,,LexA,S24,,,,,2,,,cyt,7002_A1849,sll1626
7002_A1850,cyan10807,1,,protein of unknown function DUF1816,,,,,,,,,,,,,1,Sec,,IM 1 TM,7002_A1850,
7002_A1851,cyan2594,11,,ferredoxin-thioredoxin reductase beta subunit FtrC,ftrC,,Fd/Trx System,,,,,,,,1.8.7.2,core,2,,,cyt,7002_A1851,sll0554
7002_A1852,cyan1929,14,,protein of unknown function DUF309,,,,,,,,,,,,core,2,,,cyt,7002_A1852,slr1636
7002_A1853,cyan2339,14,,protein of unknown function TIGR03492,,,,,,,,,,,,core,2,Sec,,IM 1 TM,7002_A1853,sll0192
7002_A1854,cyan3740,10,,protein of unknown function UPF0227,,,,,,,,S09,,,,,1,,,cyt,7002_A1854,
7002_A1855,DUF820,1,,putative endonuclease DUF820 family,,,Genome evolution?,,,,,,,,,,1,,,cyt,7002_A1855,
7002_A1856,cyan2309,14,,ATP-dependent DNA helicase RecG,recG,,Transcription factors bacterial,,ATP,,,,,,3.6.4.12,core,2,,,cyt,7002_A1856,slr0020
7002_A1857,cyan10809,1,,integral membrane domain-containing protein,,,,,,,,,,,,,1,Sec,,IM 10 TM,7002_A1857,
7002_A1858,cyan0800,14,,protein of unknown function DUF3386,,,,,,,,,,,,core,2,,,cyt,7002_A1858,slr1900
7002_A1859,cyan10810,1,,bifunctional diguanylate cyclase/phosphodiesterase,,,c-di-GMP turnover,,,,,,,,,,1,Sec,,IM 2 TM,7002_A1859,
7002_A1860,cyan1034,5,,polyphosphate kinase 2 Ppk2,ppk2,,Phosphate homeostasis,,,,,,,,,,2,,,cyt,7002_A1860,slr1363
7002_A1861,cyan4996,7,,cyclic nucleotide-binding protein,,,Sensory transduction,,,,,,,,,,1,,,cyt,7002_A1861,
7002_A1862,cyan2909,11,,glycyl aminopeptidase M61 family,,,Proteolysis,,Zn,,,M61,,,,core,2,,,cyt,7002_A1862,slr0031
7002_A1863,cyan2910,13,,branched-chain amino acid aminotransferase IlvE,ilvE,,AA synth: ILV,,,,,,,,2.6.1.42,check,2,,,cyt,7002_A1863,slr0032
7002_A1864,cyan0382,14,,hydroxyacylglutathione hydrolase GloB,gloB,,Methylglyoxal degradation,,,,,,,,3.1.2.6,core,2,,,cyt,7002_A1864,sll1019
7002_A1865,cyan2172,14,,"alpha-1, 4-glucan:alpha-1, 4-glucan 6-glycosyltransferase GlgB",glgB,,Glycogen metabolism,,,,,,CBM48 GH13,,2.4.1.18,core,2,,,cyt,7002_A1865,sll0158
7002_A1866,cyan10811,1,,bacteriophage conserved hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,Sec,,IM 2 TM,7002_A1866,
7002_A1867,cyan10812,1,,bacteriophage conserved hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,,,phage,7002_A1867,
7002_A1868,cyan10813,1,,bacteriophage hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,,,phage,7002_A1868,
7002_A1869,cyan10814,1,,bacteriophage hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,,,phage,7002_A1869,
7002_A1869.1,cyan10815,1,,bacteriophage conserved hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,,,cyt,7002_A1869.1,
7002_A1870,cyan10816,1,,bacteriophage hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,,,phage,7002_A1870,
7002_A1871,cyan10817,1,,bacteriophage conserved hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,,,phage,7002_A1871,
7002_A1872,cyan10818,1,,bacteriophage conserved hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,,,phage,7002_A1872,
7002_A1873,cyan10819,1,,bacteriophage conserved hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,,,phage,7002_A1873,
7002_A1874,cyan10820,1,,bacteriophage hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,,,phage,7002_A1874,
7002_A1875,cyan10821,1,,bacteriophage hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,Sec,,IM 1 TM,7002_A1875,
7002_A1876,cyan10822,1,,bacteriophage endolysin Lys,lys,,bacteriophage functions,,,,,,,,3.2.1.17,,1,Sec,LepB,peri,7002_A1876,
7002_A1877,cyan10823,1,,bacteriophage holin,,,bacteriophage functions,,,,,,,,,,1,Sec,,IM 2 TM,7002_A1877,
7002_A1878,cyan10824,1,,bacteriophage conserved hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,,,phage,7002_A1878,
7002_A1878.1,cyan10825,1,,bacteriophage hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,,,cyt,7002_A1878.1,
7002_A1879,cyan10826,1,,bacteriophage replicative DNA helicase,,,bacteriophage functions,,,,,,,,,,1,,,cyt,7002_A1879,
7002_A1880,cyan10827,1,,bacteriophage hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,,,cyt,7002_A1880,
7002_A1881,cyan10828,1,,bacteriophage hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,,,cyt,7002_A1881,
7002_A1882,cyan10829,1,,bacteriophage repressor Xre family,,,bacteriophage functions,,,,Xre,,,,,,1,,,cyt,7002_A1882,
7002_A1883,cyan10830,1,,bacteriophage hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,,,cyt,7002_A1883,
7002_A1884,cyan10831,1,,bacteriophage hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,,,cyt,7002_A1884,
7002_A1885,cyan10832,1,,bacteriophage conserved hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,Sec,,IM 1 TM,7002_A1885,
7002_A1886,cyan10833,1,,bacteriophage hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,Sec,,IM 4 TM,7002_A1886,
7002_A1887,cyan10834,1,,bacteriophage hypothetical protein,,,bacteriophage functions,,,,,,,,,,1,,,cyt,7002_A1887,
7002_A1888,cyan10835,4,,bacteriophage integrase,,,bacteriophage functions,,,,,,,,,,1,,,cyt,7002_A1888,
7002_A1890,cyan3048,14,,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase HisA,hisA,,AA synth: Aromatic (his),,,,,,,,5.3.1.16,core,2,,,cyt,7002_A1890,slr0652
7002_A1891,cyan0658,14,,SpoIID/LytB domain protein,,,Peptidoglycan turnover,,,,,,,,,core,2,Sec Bam,LepB,OM,7002_A1891,sll1283
7002_A1892,cyan2916,12,,"carotenoid cis-trans isomerase, CrtH",crtH,,Carotenoids,,FAD,,,,,,5.2.-.-,core,2,,,cyt-TM assoc,7002_A1892,sll0033
7002_A1893,cyan0470,14,,50S ribosomal protein L32 RpmF,rpmF,,Ribosome: LSU,,,,,,,,,core,2,,,cyt,7002_A1893,ssr1736
7002_A1894,cyan8472a,8,,protein of unknown function DUF389,,,,,,,,,,,,,1,Sec,,IM 7 TM,7002_A1894,
7002_A1895,cyan2445a,14,,ABC-type phosphate uptake system ATPase component PstB,pstB,,Phosphate homeostasis,SphR,ATP,,,,,3.A.1.7,3.6.3.27,core,2,,,cyt-IM assoc,7002_A1895,sll0683
7002_A1896,cyan2107,8,,FHA domain-containing protein,,,Genome evolution - DNA uptake,,,,,,,,,,2,Sec,LspA,LP -IM,7002_A1896,slr1951
7002_A1897,cyan3209,11,,protein of unknown function DUF1980,,,Genome evolution - DNA uptake,,,,,,,,,core,2,Sec,,IM 3 TM,7002_A1897,slr1177
7002_A1898,cyan2529,11,11158445,single stranded DNA uptake competence transporter ComA,comA,,OM receptor:DNA,,,,,,,,,core,2,Sec,LspA,LP-IM,7002_A1898,slr0197
7002_A1899,cyan2559,11,,periplasmic YCF48 C-terminal processing enzyme PratA,pratA,prqR,Photosystem II - assembly,,,,,,,,,,2,Sec,LepB,peri,7002_A1899,sll0886
7002_A1900,cyan4152,5,,"ATP-dependent DNA helicase, RecQ",recQ,,DNA repair,,ATP,,,,,,3.6.4.12,,1,,,cyt,7002_A1900,
7002_A1901,cyan1140,10,,exopolysaccharide synthesis protein ExoD,exoD,,Polysacharide biosynthesis,,,,,,,,,,2,Sec,,IM 4 TM,7002_A1901,slr1875
7002_A1902,cyan3207,14,,heat shock protein 90 molecular chaperone HtpG,htpG,,Heat shock,,,,,,,,,core,2,,,cyt,7002_A1902,sll0430
7002_A1903,cyan2664,9,,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",,,,,,,,,,,3.1.1.-,check,2,,,cyt,7002_A1903,sll0084
7002_A1904,cyan3260,11,,ADP-heptose--lipooligosaccharide heptosyltransferase II,,,,,,,,,,,2.4.1.-,core,2,,,cyt,7002_A1904,slr0606
7002_A1905,cyan1898,14,,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase IspD,ispD,,Isoprenoid synth,,,,,,,,2.7.7.60,core,2,,,cyt,7002_A1905,slr0951
7002_A1906,cyan10836,1,,"adenylate cyclase, CyaD",cyaD,,Sensory transduction,,,,,,,,4.6.1.1,,1,,,cyt,7002_A1906,
7002_A1907,cyan10837,1,,hypothetical protein,,,,,,,,,,,,,1,Sec,LepB,peri,7002_A1907,
7002_A1908,cyan3251,13,,protein of unknown function DUF3067,,,,,,,,,,,,core,2,,,cyt,7002_A1908,slr0598
7002_A1909,cyan1086,14,,cytochrome b6-f complex iron-sulfur subunit PetC,petC,petC1,Cytochrome b6-f complex,,FeS,,,,,3.D.3.5,1.10.99.1,core,2,TAT,Map,TM 1 TM,7002_A1909,sll1316
7002_A1910,cyan1085,14,,cytochrome b6-f complex apocytochrome f subunit PetA,petA,,Cytochrome b6-f complex,,heme c,,,,,3.D.3.5,,core,2,Sec,LepB,TL,7002_A1910,sll1317
7002_A1911,cyan3584,5,,metal dependent phosphohydrolase,,,,,,,,,,,,pSYSA,2,,,cyt,7002_A1911,sll7077
7002_A1912,cyan10838,1,,hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 1 TM,7002_A1912,
7002_A1913,cyan0063,11,,conserved hypothetical protein,,,,,,,,,,,,core,2,Sec,,IM 2 TM,7002_A1913,ssl2069
7002_A1914,cyan2123,9,,signal transduction protein with MEKHLA (PAS) sensory domain,,,Sensory transduction,,,,,,,,,,2,,,cyt,7002_A1914,slr0325
7002_A1915,cyan0591,14,,tRNA-i(6)A37 thiotransferase enzyme MiaB,miaB,,tRNA processing,,,,,,,,,core,2,,,cyt,7002_A1915,sll0996
7002_A1916,cyan2387,14,,protein of unknown function DUF3539,,,,,,,,,,,,core,2,,,cyt,7002_A1916,ssl0105
7002_A1917,cyan2997,14,,cell division protein YlmE,ylmE,,Cell division,,,pyridoxal phosphate,,,,,,core,2,,,cyt,7002_A1917,slr0556
7002_A1918,cyan0850,14,,cell division protein SepF,cdv2,ycf50,Cell division,,,,,,,,,core,2,,,cyt-TM assoc,7002_A1918,slr2073
7002_A1919,cyan3059,14,18045455,pyrroline-5-carboxylate reductase ProC,proC,,L-arginine deiminase pathway,,,,,,,,1.5.1.2,core,2,,,cyt,7002_A1919,slr0661
7002_A1920,cyan0257,9,,"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2 CofH",cofH,,DNA photolyase: chromophore synth,,4Fe-4S SAM,,,,,,2.5.1.77,,2,,,cyt,7002_A1920,sll1659
7002_A1921,cyan0430,14,,c-type cytochrome synthesis protein CcsA,ccsA,,Biogenesis of c-type cytochromes,,,,,,,,,core,2,Sec,,IM 8 TM,7002_A1921,sll1513
7002_A1922,cyan10839,1,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A1922,
7002_A1923,cyan1758,14,19944692,tRNA(Ile) lysidine synthetase TilS,tilS,ycf62,tRNA processing,,,,,,,,,core,2,,,cyt,7002_A1923,slr1278
7002_A1924,cyan3084,11,18689440,group 3 RNA polymerase sigma-70 subunit SigF,sigF,,RNA polymerase - Sigma factors (phototaxis),Crp SigF,,,,,,,,core,2,,,cyt,7002_A1924,slr1564
7002_A1925,cyan2682a,12,21292744,DnaJ-class molecular chaperone CbpA,cbpA,,Chaperone,,,,,,,,,core,2,,,cyt,7002_A1925,slr0093
7002_A1926,cyan0684,11,16231162,bifunctional peptidoglycan transglycosylase / transpeptidase MrcB,mrcB,pbp1,Peptidoglycan Biosynthesis,,,,,,,,2.4.1.129 3.4.-.-,core,2,Sec,,IM 1 TM,7002_A1926,slr1710
7002_A1927,cyan10840,1,,hypothetical protein,,,junk?,,,,,,,,,,1,,,cyt,7002_A1927,
7002_A1928,cyan1341,11,,phycobilisome small core linker polypeptide ApcC,apcC,,Phycobilisome - allophycocyanin,,,,,,,,,core,2,,,cyt-TM assoc,7002_A1928,ssr3383
7002_A1929,cyan1340,11,,allophycocyanin subunit beta ApcB,apcB,,Phycobilisome - allophycocyanin,,,,,,,,,core,2,,,cyt-TM assoc,7002_A1929,slr1986
7002_A1930,cyan1339,11,,allophycocyanin subunit alpha ApcA,apcA,,Phycobilisome - allophycocyanin,,,,,,,,,core,2,,,cyt-TM assoc,7002_A1930,slr2067
7002_A1931,cyan6425,3,,protein of unknown function DUF72,,,,,,,,,,,,,1,,,cyt,7002_A1931,
7002_A1932,cyan10841,1,,hypothetical protein,,,junk?,,,,,,,,,,1,,,,7002_A1932,
7002_A1933,cyan9515a,9,,phycobilisome degradation protein NblA,nblA,,Phycobilisome turnover,,,,,,,,,pCC7120delta,2,,,cyt,7002_A1933,ssl0453
7002_A1934,cyan0386,8,,universal stress protein,,,,,,,,,,,,,2,,,cyt,7002_A1934,slr0670
7002_A1935,cyan1312,14,,phytoene dehydrogenase CrtP,crtP,,Carotenoid biosynthesis,,FAD,,,,,,1.-.-.-,core,2,,,cyt-TM assoc,7002_A1935,slr1254
7002_A1936,cyan1313,14,,phytoene synthase CrtB,crtB,,Carotenoid biosynthesis,,,,,,,,2.5.1.32,core,2,,,cyt-TM assoc,7002_A1936,slr1255
7002_A1937,cyan0541,8,19253332,"two component signal transduction system, response regulator, DivK",devR,divK,Heterocyst envelope polysaccharide formation,,,,,,,,,,2,,,cyt-IM assoc,7002_A1937,slr2041
7002_A1938,cyan0540,14,,DNA gyrase alpha subunit GyrA,gyrA,,,,,,,,,,5.99.1.3,core,2,,,cyt,7002_A1938,sll1941
7002_A1939,cyan10842,4,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A1939,
7002_A1940,cyan1829,10,19594831,"ethyl (methyl; benzyl) viologen export pump, EvrB",evrB,,Transport|export,,,,,,,3.A.1.141,,,2,Sec,,IM 6 TM,7002_A1940,slr1174
7002_A1941,cyan1616,9,,CAB/ELIP/HLIP family protein,,,,,,,,,,,,,2,Sec,,IM 1 TM,7002_A1941,ssl1498
7002_A1943,cyan2602,7,,putative translation initiation factor SUI1,,,Translation,,,,,,,,,,2,,,cyt,7002_A1943,sll0546
7002_A1944,cyan10843,3,,protein of unknown function DUF399,,,,,,,,,,,,,1,Sec,LepB,peri,7002_A1944,
7002_A1945,cyan0613,11,,glyoxalase family protein,,,,,,,,,,,,core,2,,,cyt,7002_A1945,sll0984
7002_A1946,cyan0858,8,,hypothetical protein,,,,,,,,,,,,pCC7120alpha,2,,,cyt,7002_A1946,ssl3712
7002_A1947,cyan4604,6,,protein of unknown function DUF218,,,,,,,,,,,,,1,Sec,,IM 1 TM,7002_A1947,
7002_A1948,cyan4675,4,,protein of unknown function DUF1768,,,,,,,,,,,,,1,,,cyt,7002_A1948,
7002_A1949,cyan0283,10,,2-octaprenyl-6-methoxyphenyl hydroxylase UbiH,ubiH,,Plastoquinone-9 biosynthesis?,,FAD,,,,,,1.14.13.-,core,2,,,cyt,7002_A1949,slr1300
7002_A1950,cyan0418,7,,hypothetical lipoprotein,,,,,,,,,,,,,2,Sec,LspA,LP -IM,7002_A1950,slr0695
7002_A1951,cyan0419,9,,FIG01178559: hypothetical protein,,,,,,,,,,,,,2,,,cyt,7002_A1951,slr1590
7002_A1952,cyan0372,8,,protein of unknown function COG4222 family,,,,,,,,,,,,,2,Sec Bam,LepB,OM,7002_A1952,slr1087
7002_A1953,cyan4627,11,,CbbY family protein,,,,,,,,,,,,,1,,,cyt,7002_A1953,
7002_A1954,cyan0746,11,,two component signal transduction system histidine kinase with GAF sensory domain Hik2,hik2,,Sensory transduction,NtcA,,,,,,,2.7.13.3,core,2,,,cyt-IM assoc,7002_A1954,slr1147
7002_A1954.1,cyan0745,14,,protein of unknown function DUF3155,,,,,,,,,,,,core,2,,,cyt,7002_A1954.1,sml0011
7002_A1955,cyan1872,4,,"two component signal transduction system, response regulator, LuxR family",,,Sensory transduction,,,,LuxR,,,,,,2,,,cyt-IM assoc,7002_A1955,sll0921
7002_A1956,cyan3234,12,,protein of unknown function DUF3529,,,,,,,,,,,,core,2,Sec,,IM 3 TM,7002_A1956,slr0589
7002_A1957,cyan1023,14,,epoxyqueuosine (oQ) reductase QueG,queG,,tRNA modification: queuosine insertion,,,,,,,,,core,2,,,cyt,7002_A1957,sll1348
7002_A1958,cyan1619,14,,elongation factor Tsf,tsf,,Translation factors,,,,,,,,,core,2,,,cyt,7002_A1958,sll1261
7002_A1959,cyan1620,14,,30S ribosomal protein S2 RpsB,rpsB,,Ribosome: SSU,,,,,,,,,core,2,,,cyt,7002_A1959,sll1260
7002_A1960,cyan10844,1,,hypothetical protein,,,junk????,,,,,,,,,,1,,,cyt,7002_A1960,
7002_A1961,cyan0881,14,,photosystem I P700 chlorophyll a apoprotein A1 PsaA,psaA,,Photosystem I,Fur,,,,,,,,core,2,Sec,,TM 11 TM,7002_A1961,slr1834
7002_A1962,cyan0882a,14,,photosystem I P700 chlorophyll a apoprotein A2 PsaB,psaB,,Photosystem I,Fur,,,,,,,,core,2,Sec,,TM 11 TM,7002_A1962,slr1835
7002_A1963,cyan10845,2,,amino acid permease superfamily protein,,,Transport,,,,,,,,,,1,Sec,,IM 10 TM,7002_A1963,
7002_A1964,cyan10846,4,,membrane protein of unknown function DUF20,,,,,,,,,,,,,1,Sec,,IM 8 TM,7002_A1964,
7002_A1965,cyan0910a,14,,DNA-binding protein HU,,,DNA replication,,,,,,,,,core,2,,,cyt,7002_A1965,sll1712
7002_A1966,cyan3169a,14,,pyridoxal-phosphate-dependent aminotransferase DegT/DnrJ/EryC1/StrS family,,,Regulation: transcription,,,,,,,,,core,2,,,cyt,7002_A1966,slr1666
7002_A1967,cyan1945,7,,membrane protein of unknown function UPF0014,,,,,,,,,,,,,2,Sec,,IM 6 TM,7002_A1967,slr1647
7002_A1968,cyan3065,14,,quinolinate synthetase NadA,nadA,,Cofactor NAD synth,,,,,,,,2.5.1.72,core,2,,,cyt,7002_A1968,sll0622
7002_A1969,cyan1674,8,,late competence development protein ComFB,comFB,,Genome evolution - DNA uptake,,,,,,,,,,2,,,cyt,7002_A1969,slr1970
7002_A1970,cyan0923,11,17575449,group 3 RNA polymerase sigma-70 subunit SigG,sigG,,RNA polymerase,,,,,,,,,core,2,,,cyt,7002_A1970,slr1545
7002_A1971,cyan0924,11,17575449,putative SigG anti-sigma factor SapG,sapG,,,,,,,,,,,core,2,Sec,,IM 1 TM,7002_A1971,slr1546
7002_A1972,cyan10847,1,,hypothetical protein,,,,,,,,,,,,,1,,,cyt,7002_A1972,
7002_A1973,cyan0270b,3,,"NADH dehydrogenase, subunit NdhD family",,ndhD2,NDH-1 complex,PedR,,,,,,,1.6.5.3,,1,Sec,,TM 14 TM,7002_A1973,
7002_A1974,cyan10848,1,,hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 2 TM,7002_A1974,
7002_A1975,cyan10849,1,,hypothetical protein,,,,,,,,,,,,,1,Sec,,IM 10 TM,7002_A1975,
7002_A1976,cyan10850,1,,"glycosyl transferase, group 1 family protein",,,,,,,,,,,,,1,,,cyt,7002_A1976,
7002_A1977,cyan10851,3,,fatty acyl-AMP ligase FaaL,faaL,,Lipid synth,,,,,,,,6.2.1.3,,1,,,cyt,7002_A1977,
