Locus tag	Ortholog group	Genome count calc	Reference (PMID)	Curated Product Descriptor	Gene	Gene Aliases	Functional role	regulon	cofactor	substrate	Regulator family	Merops family	CAZY	TC family	E.C.	evolution	Genome count calc	Loc Sys	Loc Cleave	protein localization	7002	6803
7002_A1568	cyan0956	7	na	hypothetical protein YCF39	ycf39	na	na	na	na	na	na	na	na	na	na	na	2	Sec	LepB	peri	7002_A1568	slr1218
7002_A1569	cyan1675	8	na	M48 family peptidase	na	na	Proteolysis	na	na	na	na	M48	na	na	na	na	2	Sec	LepB	peri	7002_A1569	slr1971
7002_A1570	cyan5736	5	na	conserved hypothetical membrane protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 2 TM	7002_A1570	na
7002_A1571	cyan0593	8	na	FMN-dependent protein of unknown function DUF2470	na	na	na	na	FMN	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1571	ssr1698
7002_A1572	cyan0962	14	na	cell division inhibitor SulA	sulA	na	Cell division	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1572	slr1223
7002_A1573	cyan0281	14	na	HNH endonuclease family protein	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1573	sll1193
7002_A1574	cyan0074	10	na	RND type export system MFP component Rnd1a	rnd1a	na	Transport RND|export	na	na	na	na	na	na	8.A.1	na	na	2	Sec	LspA	LP -IM	7002_A1574	sll1053
7002_A1575	cyan2246b	14	na	membrane protein of unknown function DUF20	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 7 TM	7002_A1575	slr0784
7002_A1576	cyan0709	11	na	two component signal transduction system response regulator	na	na	Sensory transduction	na	na	na	na	na	na	na	na	core	2	na	na	cyt-IM assoc	7002_A1576	slr2024
7002_A1577	cyan1070	14	na	lipoyl synthase LipA2	lipA2	na	Lipoic acid metabolism	na	na	na	na	na	na	na	2.8.1.8	core	2	na	na	cyt	7002_A1577	sll0868
7002_A1578	cyan1074	6	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 4 TM	7002_A1578	slr0888
7002_A1579	cyan3810	5	na	endodeoxyribonuclease V Nfi	nfi	na	DNA repair	na	na	na	na	na	na	na	3.1.21.7	na	2	na	na	cyt	7002_A1579	na
7002_A1580	cyan1338	5	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	LspA	LP -IM	7002_A1580	sll1949
7002_A1581	cyan2631	11	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1581	ssr1407
7002_A1582	cyan6965	2	na	outer membrane protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec Bam	LepB	OM	7002_A1582	na
7002_A1583	cyan0583	11	na	glycolate oxidase FeS subunit GlcF	glcF	na	Glycolate degradation	na	FeS	na	na	na	na	na	1.1.3.15	core	2	na	na	cyt	7002_A1583	sll1831
7002_A1584	cyan1139	14	na	D-alanine--D-alanine ligase DdlA	dldA	na	Peptidoglycan Biosynthesis	na	na	na	na	na	na	na	6.3.2.4	core	2	na	na	cyt	7002_A1584	slr1874
7002_A1585	cyan2007	14	na	phosphoglycerate kinase PgK	pgk	na	Glycolysis and Gluconeogenesis | Calvin-Benson cycle	na	na	na	na	na	na	na	2.7.2.3	core	2	na	na	cyt	7002_A1585	slr0394
7002_A1587	cyan0263	11	na	universal stress protein	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1587	sll1654
7002_A1588	cyan0706	6	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1588	sll1921
7002_A1589	cyan2134	14	na	photosystem I iron-sulfur center subunit VII PsaC	psaC	na	Photosystem I	na	4Fe-4S	na	na	na	na	na	na	core	2	na	na	cyt-TM assoc	7002_A1589	ssl0563
7002_A1590	cyan1172	9	na	protein of unknown function DUF1997	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1590	sll2013
7002_A1591	cyan2934	11	21244052	proton-translocating NADH-quinone dehydrogenase subunit P NdhP	ndhP	tcpA	CO2 fixation: Respiratory Complex I	na	na	na	na	na	na	na	na	core	2	Sec	na	TM 1 TM	7002_A1591	sml0013
7002_A1592	cyan2933	11	na	phycobilisome abundance regulator PsoR	psoR	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1592	sll0514
7002_A1593	cyan0620	11	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1593	slr1376
7002_A1594	cyan0578	7	na	"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH"	menH	na	Cofactor vitamin K synth	na	Mg	na	na	S33	na	na	4.2.99.20	na	2	na	na	cyt	7002_A1594	slr1916
7002_A1595	cyan5985	6	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1595	na
7002_A1596	cyan2790	14	na	N-acetyltransferase GNAT family Ycf52	ycf52	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1596	sll0286
7002_A1598	cyan2590	11	22593581	periplasmic targeting factor Tic22	tic22	na	Outer membrane biogenesis	na	na	na	na	na	na	na	na	core	2	Sec	LepB	TL & peri	7002_A1598	slr0924
7002_A1599	cyan1547	14	na	SAM-dependent methyltransferase PrmC	prmC	hemK	Translation	Fur	na	na	na	na	na	na	2.1.-.-	core	2	na	na	cyt	7002_A1599	sll1237
7002_A1600	cyan2331	5	na	conserved hypothetical protein	na	na	na	Crp	na	na	na	na	na	na	na	na	2	Sec	na	IM 1 TM	7002_A1600	slr0226
7002_A1601	cyan2071	5	na	"type IV pilin protein, PilA5"	pilA5	na	Competence | twitching motility	na	na	na	na	na	na	na	na	na	2	na	na	surface structure	7002_A1601	slr1928
7002_A1602	cyan10755	1	na	type IV pilin protein	na	na	Competence | twitching motility	na	na	na	na	na	na	na	na	na	2	na	na	surface structure	7002_A1602	na
7002_A1603	cyan10756	1	na	type IV pilin protein	na	na	Competence | twitching motility	na	na	na	na	na	na	na	na	na	2	na	na	surface structure	7002_A1603	na
7002_A1604	cyan2072b	10	na	type IV fimbrial biogenesis protein FimT	fimT	na	T2bSS secretion: type IVa pili	na	na	na	na	na	na	na	na	na	2	na	na	surface structure	7002_A1604	slr1929
7002_A1605	cyan0505	11	na	photosystem II lipoprotein PsbQ	psbQ	na	Photosystem II	na	na	na	na	na	na	na	na	na	2	Sec	LspA	LP - TM	7002_A1605	sll1638
7002_A1606	cyan0559	6	na	alpha/beta hydrolase fold protein	na	na	Proteolysis	na	na	na	na	S33	na	na	na	na	2	na	na	cyt	7002_A1606	slr2053
7002_A1607	cyan2886	14	na	phospho-N-acetylmuramoyl-pentapeptide-transferase MraY	mraY	na	Peptidoglycan Biosynthesis	na	na	na	na	na	na	na	2.7.8.13	core	2	Sec	na	IM 10 TM	7002_A1607	sll0657
7002_A1608	cyan3910	13	19737354	cell elongation-specific transpeptidase MrdA	mrdA	na	Peptidoglycan biosynthesis	na	na	na	na	na	na	na	2.4.1.129	na	2	Sec	na	IM 1 TM	7002_A1608	na
7002_A1609	cyan0605	14	na	tyrosyl-tRNA synthetase TyrS	tyrS	na	Aminoacyl-tRNA biosynthesis	na	na	na	na	na	na	na	6.1.1.1	core	2	na	na	cyt	7002_A1609	slr1031
7002_A1610	cyan1167	14	na	porphobilinogen deaminase HemC	hemC	na	Prosthetic group heme synth	Fur	na	na	na	na	na	na	2.5.1.61	core	2	na	na	cyt	7002_A1610	slr1887
7002_A1611	cyan0566	8	na	"acetyltransferase, GNAT family"	na	na	na	na	na	na	na	na	na	na	na	check	2	na	na	cyt	7002_A1611	slr1906
7002_A1612	cyan0567	8	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1612	slr1907
7002_A1613	cyan0544	10	na	cell division protein ZipS	zipS	na	Cell division	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1613	sll1939
7002_A1614	cyan6982b	14	19820102	m-type thioredoxin TrxA	trxA	na	Trx system	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1614	slr0623
7002_A1615	cyan0843	7	na	"glycosyl transferase, group 1 family protein"	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1615	sll1971
7002_A1616	cyan0849	9	na	"biosynthetic threonine dehydratase, IlvA"	ilvA	na	AA synth - ILV	na	na	na	na	na	na	na	4.3.1.19	na	2	na	na	cyt	7002_A1616	slr2072
7002_A1617	cyan5284	3	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1617	na
7002_A1618	cyan0948	12	na	glycosyl transferase family 3	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1618	sll1634
7002_A1619	cyan4854	5	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1619	na
7002_A1620	cyan1190a	11	na	type II site-specific DNA-methyltransferase Dam	dam	na	Restriction-modification	na	na	na	na	na	na	na	2.1.1.72	core	2	na	na	cyt	7002_A1620	slr1803
7002_A1621	cyan1459	4	20669934	"cyanoglobin, GlbN"	glbN	na	Nitrosative stress	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1621	slr2097
7002_A1622	cyan1784	14	na	signal recognition particle subunit Ffh	ffh	srp54	Transport|export:Sec	na	na	na	na	na	na	3.A.5.1.1	na	core	2	na	na	cyt	7002_A1622	slr1531
7002_A1623	cyan0272	12	15317766	"C-3',4' desaturase CrtD"	crtD	na	Carotenoid biosynthesis: myxoxanthophyll	na	FAD	na	na	na	na	na	na	na	2	Sec	LepB	TL	7002_A1623	slr1293
7002_A1624	cyan4597	2	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1624	na
7002_A1625	cyan10758	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1625	na
7002_A1626	cyan1306	7	na	"peptidyl-prolyl cis-trans isomerase, cyclophilin-type"	na	cyp rot1	na	na	na	na	na	na	na	na	5.2.1.8	na	2	na	na	cyt	7002_A1626	slr1251
7002_A1627	cyan2510	11	na	ABC-type high affinity urea uptake system ATPase component UrtE	urtE	na	Nitrogen assimilation - urea	na	ATP	na	na	na	na	3.A.1.4	3.6.3.-	na	2	na	na	cyt-IM assoc	7002_A1627	sll0374
7002_A1628	cyan5384	6	na	histone deacetylase/AcuC/AphA family protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1628	na
7002_A1629	cyan4385g	12	na	RNA-binding protein RbpD	rbpD	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1629	ssr1480
7002_A1630	cyan0491	14	na	glutamine synthetase type I GlnA	glnA	na	Nitrogen assimilation - ammonia	NtcA	na	na	na	na	na	na	6.3.1.2	core	2	na	na	cyt	7002_A1630	slr1756
7002_A1631	cyan3038	11	na	allophycocyanin beta chain ApcF	apcF	na	Phycobilisome - allophycocyanin	Fur	na	na	na	na	na	na	na	core	2	na	na	cyt-TM assoc	7002_A1631	slr1459
7002_A1632	cyan2008	11	na	nitrite-responsive transcriptional regulator of nitrogen assimilation NtcB	ntcB	na	Nitrogen assimilation	NtcA NtcB	na	na	LysR	na	na	na	na	core	2	na	na	cyt	7002_A1632	slr0395
7002_A1634	cyan10759	1	na	S-layer like protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1634	na
7002_A1636	cyan1667	14	na	imidazole glycerol phosphate synthase cyclase subunit HisF	hisF	na	AA synth: Aromatic (his)	na	na	na	na	na	na	na	4.1.3.-	core	2	na	na	cyt	7002_A1636	sll1893
7002_A1637	cyan2160	7	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1637	sll0168
7002_A1638	cyan2523	9	na	amidase enhancer	na	na	na	na	na	na	na	na	na	na	na	core	2	Sec	LepB	peri?	7002_A1638	slr0191
7002_A1639-c	cyan2120	11	12040098	pilin-mediated motility/competence modulating chemotaxis signal transduction system histidine kinase PilL	pilL	taxAY3	chemotaxis/competence	na	na	na	na	na	na	na	2.7.13.3	na	2	na	na	cyt	7002_A1639-c	slr0322-c
7002_A1640	cyan2108	11	18641136	transcriptional regulator YebC family	na	na	Regulation: transcription	na	na	na	YebC	na	na	na	na	core	2	na	na	cyt	7002_A1640	slr0989
7002_A1641	cyan10760	1	na	two component signal transduction system histidine kinase with GAF sensory domain	na	na	Sensory transduction	na	na	na	na	na	na	na	2.7.13.3	na	2	na	na	cyt-IM assoc	7002_A1641	na
7002_A1642	cyan3168	14	na	diaminopimelate epimerase DapF	dapF	na	AA synth: Lys (DAP pathway)	na	na	na	na	na	na	na	5.1.1.7	core	2	na	na	cyt	7002_A1642	slr1665
7002_A1643	cyan1673	11	na	RNA chaperone Hfq	hfq	na	RNA degradation	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1643	ssr3341
7002_A1644	cyan7828	2	na	metalloendoprotease M23 family	na	na	Proteolysis	na	na	na	na	M23	na	na	na	na	2	Sec	LepB	peri	7002_A1644	na
7002_A1645	cyan1075	8	na	protein kinase AarF	aarF	spkJ	Cell division	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 2 TM	7002_A1645	slr0889
7002_A1646	cyan1641a	14	na	serine acetyltransferase CysE	cysE	na	AA synth: Met & Cys	na	na	na	na	na	na	na	2.3.1.30	core	2	na	na	cyt	7002_A1646	slr1348
7002_A1647	cyan0185a	11	na	protein of unknown function DUF1817	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1647	slr1097
7002_A1648	cyan8226	2	na	ABC-type B12/cobalamin uptake system ATPase component BtuD	btuD	na	Cofactor B12 salvage: (B12 Transport)	Zur Cob ribosw	ATP	na	na	na	na	3.A.1.13	3.6.3.-	na	2	na	na	cyt-IM assoc	7002_A1648	na
7002_A1649	cyan3246	14	23066898	Fe2+-responsive transcriptional regulator of iron homeostasis Fur	fur	furA	Iron homeostasis	Fur	na	na	Fur	na	na	na	na	core	2	na	na	cyt	7002_A1649	sll0567
7002_A1650	cyan2734	14	na	cobyric acid synthase CbiP	cbiP	cobQ	Cofactor B12 synth: lower pathway	na	na	na	na	C26	na	na	6.3.5.10	core	2	na	na	cyt	7002_A1650	slr0618
7002_A1651	cyan1066	10	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1651	sll0871
7002_A1652	cyan2214	14	na	light-independent protochlorophyllide reductase subunit B ChlB	chlB	na	Chlorophyll Biosynthesis	PedR	na	na	na	na	na	na	1.18.-.-	core	2	na	na	cyt	7002_A1652	slr0772
7002_A1653	cyan2407	14	na	methionyl-tRNA formyltransferase Fmt	fmt	na	Cofactor folate synth	na	na	na	na	na	na	na	2.1.2.9	core	2	na	na	cyt	7002_A1653	slr0070
7002_A1654	cyan0225a	14	17616590	periplasmic stress-inducible serine protease HhoA	hhoA	degQ	Proteolysis	na	na	na	na	S01	na	na	na	core	2	Sec	LepB	peri	7002_A1654	sll1679
7002_A1655	cyan10761	1	na	protein of unknown function DUF29	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1655	na
7002_A1656	cyan1476	14	na	prolyl-tRNA synthetase ProS	proS	na	Aminoacyl-tRNA biosynthesis	na	na	na	na	na	na	na	6.1.1.15	core	2	na	na	cyt	7002_A1656	sll1425
7002_A1657	cyan1362	7	na	calcium export P-type ATPase Pma1	pma1	na	Transport	na	ATP	na	na	na	na	3.A.3.2	3.6.3.-	na	2	Sec	na	IM 10 TM	7002_A1657	sll1614
7002_A1658	cyan1031	14	na	pyruvate kinase PykA	pykA	na	"Pyruvate metabolism I: anaplerotic reactions, PEP | Entner Doudorof pathway"	na	na	na	na	na	na	na	2.7.1.40	core	2	na	na	cyt	7002_A1658	sll1275
7002_A1659	cyan10762	7	na	protein of unknown funciton DUF1049	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 1 TM	7002_A1659	na
7002_A1660	cyan1782	14	na	segregation and condensation protein A ScpA	scpA	na	DNA replication	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1660	slr1530
7002_A1661	cyan8038	5	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1661	na
7002_A1663	cyan3767	4	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	LepB	peri	7002_A1663	na
7002_A1664	cyan0676	6	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1664	sll1573
7002_A1665	cyan0675	8	12731893     21637338	serine/threonine protein kinase regulating cellular motility SpkA	spkA	na	Sensory transduction	na	na	na	na	na	na	na	2.7.11.1	na	2	na	na	cyt	7002_A1665	sll1574^
7002_A1666	DUF820	1	na	putative endonuclease DUF820 family	na	na	Genome evolution?	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1666	na
7002_A1667	cyan0071	14	na	phosphoribosylformylglycinamidine synthase II PurL	purL	na	De Novo Purine Biosynthesis	na	na	na	na	na	na	na	6.3.5.3	core	2	na	na	cyt	7002_A1667	sll1056
7002_A1668	cyan10764	1	na	"toxin-antitoxin system toxin, HicA family"	na	na	Toxin-antitoxin	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1668	na
7002_A1669	cyan5215	3	na	"toxin-antitoxin system antidote, HicB family"	na	na	Toxin-antitoxin	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1669	na
7002_A1670	cyan10765	1	na	protein of unknown function DUF29	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1670	na
7002_A1671	cyan4357b	7	22961855	intramembrane metalloprotease M50 family	na	na	Proteolysis	na	na	na	na	M50	na	na	na	na	2	Sec	na	IM 6 TM	7002_A1671	sll0528
7002_A1672	cyan2009	14	na	alanyl-tRNA synthetase AlaS	alaS	na	Aminoacyl-tRNA biosynthesis	na	na	na	na	na	na	na	6.1.1.7	core	2	na	na	cyt	7002_A1672	sll0362
7002_A1673	cyan2630	14	na	protein of unknown function UPF0081	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1673	sll0832
7002_A1674	cyan1478	11	na	protein of unknown function DUF3084	na	na	na	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 1 TM	7002_A1674	sll1424
7002_A1675	cyan1479	14	na	2-oxoglutarate-responsive transcriptional activator of nitrogen assimilation NtcA	ntcA	na	Nitrogen assimilation	NtcA	na	na	Crp	na	na	na	na	core	2	na	na	cyt	7002_A1675	sll1423
7002_A1676	cyan0472	14	20303926 8119879	NADH-dependent enoyl-[acyl-carrier-protein] reductase FabI	fabI	na	Fatty Acid Biosynthesis FASII	na	na	na	na	na	na	na	1.3.1.9	core	2	na	na	cyt	7002_A1676	slr1051
7002_A1677	cyan0955	14	na	16S rRNA (cytosine1402-N4)-methyltransferase RsmH	rsmH	mraW	rRNA modification - 16S	na	na	na	na	na	na	na	2.1.1.-	core	2	na	na	cyt	7002_A1677	sll1144
7002_A1678	cyan10766	1	na	protein of unknown function DUF1311	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 1 TM	7002_A1678	na
7002_A1679	DUF820	1	na	putative endonuclease DUF820 family	na	na	Genome evolution?	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1679	na
7002_A1680	DUF820	1	na	putative endonuclease DUF820 family	na	na	Genome evolution?	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1680	na
7002_A1681	cyan2398	8	na	N6-adenine-specific DNA methylase	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1681	slr0064
7002_A1682	cyan0964	5	na	serine/threonine protein kinase	na	na	Regulation:signal relay	na	na	na	na	na	na	na	2.7.11.1	na	2	Sec	na	IM 3 TM	7002_A1682	slr1225
7002_A1683	cyan3069	14	na	"bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase, AcnB"	acnB	na	TCA Cycle	na	na	na	na	na	na	na	4.2.1.3	core	2	na	na	cyt	7002_A1683	slr0665
7002_A1684	cyan10767	1	na	AIPR protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1684	na
7002_A1684.1	cyan10768	2	na	putative toxin-antitoxin system antidote	na	na	Toxin-antitoxin	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1684.1	na
7002_A1685	cyan10769	1	na	toxin-antitoxin system toxin PIN family	na	na	Toxin-antitoxin	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1685	na
7002_A1686	cyan5168	3	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1686	na
7002_A1687	cyan0273	14	19737354	integral membrane protein associated with nucleod distribution YlmG	ylmG	ycf19	Transport:DNA:cell division? (replacement for folX?)	na	na	na	na	na	na	9.A.4	na	core	2	Sec	na	IM 2 TM	7002_A1687	ssr2142
7002_A1688	cyan0196	6	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 1 TM	7002_A1688	ssl2009
7002_A1689	cyan0197a	14	na	uracil phosphoribosyltransferase Upp	upp	na	Pyrimidine conversions	na	na	na	na	na	na	na	2.4.2.9	core	2	na	na	cyt	7002_A1689	sll1035
7002_A1690	cyan2569	11	na	molybdenum converting factor subunit 2 MoaE	moaE	na	Prosthetic group molybdenum synth	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1690	slr0903
7002_A1691	cyan3248	14	na	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase PurH	purH	na	De Novo Purine Biosynthesis	na	na	na	na	na	na	na	2.1.2.3 3.5.4.10	core	2	na	na	cyt	7002_A1691	slr0597
7002_A1692	cyan2518	14	na	bifunctional pyrimidine regulatory protein / uracil phosphoribosyltransferase PyrR	pyrR	na	Pyrimidine conversions	na	na	na	na	na	na	na	2.4.2.9	core	2	na	na	cyt	7002_A1692	sll0368
7002_A1693	cyan4799	5	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1693	na
7002_A1694	cyan0743	14	na	leucyl-tRNA synthetase LeuS	leuS	na	Aminoacyl-tRNA biosynthesis	na	na	na	na	na	na	na	6.1.1.4	core	2	na	na	cyt	7002_A1694	sll1074
7002_A1695	cyan10770	4	na	protein of unknown function DUF1232	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1695	na
7002_A1696	cyan10771	1	na	protein of unknown function DUF29	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1696	na
7002_A1697	cyan10772	1	na	putative lipoprotein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	LspA	LP -IM	7002_A1697	na
7002_A1698	cyan10773	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1698	na
7002_A1699	cyan10774	1	na	TPR repeat-containing protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	LepB	peri	7002_A1699	na
7002_A1700	cyan2420	11	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1700	slr0479
7002_A1701	cyan0968	14	na	peptide chain release factor 3 PrfC	prfC	na	Translation	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1701	slr1228
7002_A1702	cyan4663	3	na	"uncharacterized stress protein associated with tellurite resistance, TerD"	terD	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1702	na
7002_A1703	cyan2157	14	na	glycine cleavage system aminomethyltransferase GcvT	gcvT	na	Glycine cleavage system	na	na	na	na	na	na	na	2.1.2.10	core	2	na	na	cyt	7002_A1703	sll0171
7002_A1704	cyan1003	14	na	DNA-directed DNA polymerase III gamma and tau subunits DnaX	dnaX	na	DNA replication	na	na	na	na	na	na	na	2.7.7.7	core	2	na	na	cyt	7002_A1704	sll1360
7002_A1705	cyan10775	1	na	TPR repeat-containing protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1705	na
7002_A1706	cyan2669	13	na	ribonuclease HI RnhA	rnhA	na	DNA replication	na	na	na	na	na	na	na	3.1.26.4	na	2	na	na	cyt	7002_A1706	slr0080
7002_A1707	cyan3914	6	na	DNA/RNA helicase superfamily II	na	na	DNA replication	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1707	na
7002_A1708	cyan0120	9	19013133	"phosphate responsive transcriptional repressor of phosphate transport, SphU"	sphU	na	Phosphate homeostasis	na	na	na	PhoU	na	na	na	na	core	2	na	na	cyt	7002_A1708	slr0741
7002_A1709	cyan0161	11	na	tRNA threonylcarbamoyladenosine biosynthesis protein	na	na	tRNA modification	na	na	na	na	M22	na	na	na	core	2	na	na	cyt	7002_A1709	sll0216
7002_A1710	cyan0162	14	na	protein of unknown function DUF111	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1710	slr1411
7002_A1711	cyan10776	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1711	na
7002_A1712	cyan10777	2	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1712	na
7002_A1713	cyan10778	1	na	"membrane protein, YihY family"	na	na	tRNA processing	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 8 TM	7002_A1713	na
7002_A1714	cyan0319	14	na	S-adenosylmethionine synthetase MetK	metK	na	AA synth - Met	na	na	na	na	na	na	na	2.5.1.6	core	2	na	na	cyt	7002_A1714	sll0927
7002_A1715	cyan1418a	14	na	UDP-glucose 4-epimerase GalE	galE	na	na	na	na	na	na	na	na	na	5.1.3.2	core	2	na	na	cyt	7002_A1715	sll0244
7002_A1716	cyan0573	4	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1716	slr1913
7002_A1717	cyan3213	12	na	DUF1292 and DUF3727 domain protein	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1717	sll1109
7002_A1718	cyan10779	4	na	"conserved hypothetical protein, YceG family"	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 1 TM	7002_A1718	na
7002_A1719	cyan0615	14	na	tRNA methyltransferase MnmC2	mnmC2	na	tRNA modification	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A1719	sll0983
7002_A1720	cyan6773	3	na	"ABC-2 type export system, permease component"	na	na	"Transport|export:unknown A, part 4"	na	na	na	na	na	na	na	na	fdxN-element	2	Sec	na	IM 6 TM	7002_A1720	na
7002_A1721	cyan6764	3	na	"ABC-2 type export system, permease component"	na	na	"Transport|export:unknown A, part 3"	na	na	na	na	na	na	na	na	fdxN-element	2	Sec	na	IM 7 TM	7002_A1721	na
7002_A1722	cyan6763	3	na	ABC-type efflux pump ATPase component	na	na	"Transport|export:unknown A, part 2"	na	ATP	na	na	na	na	3.A.1	na	fdxN-element	2	na	na	cyt-IM assoc	7002_A1722	na
7002_A1723	cyan6774	3	na	ABC-type efflux pump membrane fusion component	na	na	"Transport|export:unknown A, part 1"	na	na	na	na	na	na	na	na	fdxN-element	2	Sec	na	IM 1 TM	7002_A1723	na
7002_A1724	cyan10780	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 2 TM	7002_A1724	na
7002_A1725	cyan10781	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A1725	na
